Park Name,Year,Visits
El Malpais NM,1991,69119
El Malpais NM,1992,75916
El Malpais NM,1993,90316
El Malpais NM,1994,101492
El Malpais NM,1995,100366
El Malpais NM,1996,101158
El Malpais NM,1997,105707
El Malpais NM,1998,95001
El Malpais NM,1999,109008
El Malpais NM,2000,76557
El Malpais NM,2001,118374
El Malpais NM,2002,115893
El Malpais NM,2003,151127
El Malpais NM,2004,137170
El Malpais NM,2005,116194
El Malpais NM,2006,107792
El Malpais NM,2007,110639
El Malpais NM,2008,115066
El Malpais NM,2009,123290
El Malpais NM,2010,134662
El Malpais NM,2011,105356
El Malpais NM,2012,114678
El Malpais NM,2013,137904
El Malpais NM,2014,164063
El Malpais NM,2015,174433
El Malpais NM,2016,157440
El Malpais NM,2017,161526
El Malpais NM,2018,154368
El Morro NM,2019,68867
El Morro NM,1979,29635
El Morro NM,1980,29523
El Morro NM,1981,27536
El Morro NM,1982,29933
El Morro NM,1983,29278
El Morro NM,1984,33125
El Morro NM,1985,47299
El Morro NM,1986,54941
El Morro NM,1987,56426
El Morro NM,1988,61178
El Morro NM,1989,67256
El Morro NM,1990,69343
El Morro NM,1991,69439
El Morro NM,1992,81475
El Morro NM,1993,80470
El Morro NM,1994,87548
El Morro NM,1995,83564
El Morro NM,1996,82655
El Morro NM,1997,80146
El Morro NM,1998,79953
El Morro NM,1999,80529
El Morro NM,2000,67707
El Morro NM,2001,68886
El Morro NM,2002,60143
El Morro NM,2003,57889
El Morro NM,2004,65877
El Morro NM,2005,51825
El Morro NM,2006,52297
El Morro NM,2007,51492
El Morro NM,2008,45178
El Morro NM,2009,48245
El Morro NM,2010,52566
El Morro NM,2011,48332
El Morro NM,2012,44808
El Morro NM,2013,40051
El Morro NM,2014,46256
El Morro NM,2015,49390
El Morro NM,2016,59422
El Morro NM,2017,59013
El Morro NM,2018,65453
Eleanor Roosevelt NHS,2019,47630
Eleanor Roosevelt NHS,1985,30712
Eleanor Roosevelt NHS,1986,30313
Eleanor Roosevelt NHS,1987,28814
Eleanor Roosevelt NHS,1988,29158
Eleanor Roosevelt NHS,1989,36466
Eleanor Roosevelt NHS,1990,42833
Eleanor Roosevelt NHS,1991,77632
Eleanor Roosevelt NHS,1992,89363
Eleanor Roosevelt NHS,1993,90136
Eleanor Roosevelt NHS,1994,82999
Eleanor Roosevelt NHS,1995,84879
Eleanor Roosevelt NHS,1996,93998
Eleanor Roosevelt NHS,1997,85226
Eleanor Roosevelt NHS,1998,85347
Eleanor Roosevelt NHS,1999,65703
Eleanor Roosevelt NHS,2000,76958
Eleanor Roosevelt NHS,2001,86012
Eleanor Roosevelt NHS,2002,71189
Eleanor Roosevelt NHS,2003,58843
Eleanor Roosevelt NHS,2004,53765
Eleanor Roosevelt NHS,2005,52690
Eleanor Roosevelt NHS,2006,14493
Eleanor Roosevelt NHS,2007,59846
Eleanor Roosevelt NHS,2008,53632
Eleanor Roosevelt NHS,2009,54393
Eleanor Roosevelt NHS,2010,53067
Eleanor Roosevelt NHS,2011,50074
Eleanor Roosevelt NHS,2012,55049
Eleanor Roosevelt NHS,2013,43686
Eleanor Roosevelt NHS,2014,60456
Eleanor Roosevelt NHS,2015,64791
Eleanor Roosevelt NHS,2016,63480
Eleanor Roosevelt NHS,2017,67621
Eleanor Roosevelt NHS,2018,54649
Eugene O'Neill NHS,2019,2944
Eugene O'Neill NHS,1985,2814
Eugene O'Neill NHS,1986,2639
Eugene O'Neill NHS,1987,3529
Eugene O'Neill NHS,1988,4218
Eugene O'Neill NHS,1989,3129
Eugene O'Neill NHS,1990,3654
Eugene O'Neill NHS,1991,3282
Eugene O'Neill NHS,1992,3692
Eugene O'Neill NHS,1993,3007
Eugene O'Neill NHS,1994,3031
Eugene O'Neill NHS,1995,3112
Eugene O'Neill NHS,1996,3440
Eugene O'Neill NHS,1997,3497
Eugene O'Neill NHS,1998,3616
Eugene O'Neill NHS,1999,3400
Eugene O'Neill NHS,2000,3579
Eugene O'Neill NHS,2001,3510
Eugene O'Neill NHS,2002,3496
Eugene O'Neill NHS,2003,2672
Eugene O'Neill NHS,2004,2684
Eugene O'Neill NHS,2005,3652
Eugene O'Neill NHS,2006,3372
Eugene O'Neill NHS,2007,2339
Eugene O'Neill NHS,2008,2544
Eugene O'Neill NHS,2009,3783
Eugene O'Neill NHS,2010,2445
Eugene O'Neill NHS,2011,2593
Eugene O'Neill NHS,2012,2789
Eugene O'Neill NHS,2013,2929
Eugene O'Neill NHS,2014,3202
Eugene O'Neill NHS,2015,3942
Eugene O'Neill NHS,2016,4287
Eugene O'Neill NHS,2017,3931
Eugene O'Neill NHS,2018,3432
Everglades NP,2019,1118300
Everglades NP,1979,718102
Everglades NP,1980,744244
Everglades NP,1981,564721
Everglades NP,1982,550168
Everglades NP,1983,577439
Everglades NP,1984,628658
Everglades NP,1985,697646
Everglades NP,1986,739072
Everglades NP,1987,787493
Everglades NP,1988,1026188
Everglades NP,1989,913372
Everglades NP,1990,957925
Everglades NP,1991,1292014
Everglades NP,1992,1025686
Everglades NP,1993,973706
Everglades NP,1994,886455
Everglades NP,1995,820466
Everglades NP,1996,890167
Everglades NP,1997,989532
Everglades NP,1998,1118215
Everglades NP,1999,1073982
Everglades NP,2000,995390
Everglades NP,2001,1049851
Everglades NP,2002,968909
Everglades NP,2003,1040648
Everglades NP,2004,1181355
Everglades NP,2005,1233837
Everglades NP,2006,954022
Everglades NP,2007,1074764
Everglades NP,2008,822118
Everglades NP,2009,900882
Everglades NP,2010,915538
Everglades NP,2011,934351
Everglades NP,2012,1141906
Everglades NP,2013,1047116
Everglades NP,2014,1110901
Everglades NP,2015,1077427
Everglades NP,2016,930907
Everglades NP,2017,1018557
Everglades NP,2018,597124
Federal Hall NMEM,2019,264849
Federal Hall NMEM,1979,83680
Federal Hall NMEM,1980,95343
Federal Hall NMEM,1981,103331
Federal Hall NMEM,1982,112387
Federal Hall NMEM,1983,115358
Federal Hall NMEM,1984,157217
Federal Hall NMEM,1985,245148
Federal Hall NMEM,1986,466394
Federal Hall NMEM,1987,344852
Federal Hall NMEM,1988,333673
Federal Hall NMEM,1989,273784
Federal Hall NMEM,1990,289382
Federal Hall NMEM,1991,179180
Federal Hall NMEM,1992,131350
Federal Hall NMEM,1993,127700
Federal Hall NMEM,1994,169420
Federal Hall NMEM,1995,198913
Federal Hall NMEM,1996,259932
Federal Hall NMEM,1997,205487
Federal Hall NMEM,1998,251975
Federal Hall NMEM,1999,211482
Federal Hall NMEM,2000,241897
Federal Hall NMEM,2001,203816
Federal Hall NMEM,2002,177146
Federal Hall NMEM,2003,120152
Federal Hall NMEM,2004,156707
Federal Hall NMEM,2005,0
Federal Hall NMEM,2006,12800
Federal Hall NMEM,2007,127432
Federal Hall NMEM,2008,212564
Federal Hall NMEM,2009,204880
Federal Hall NMEM,2010,178749
Federal Hall NMEM,2011,187109
Federal Hall NMEM,2012,167146
Federal Hall NMEM,2013,148647
Federal Hall NMEM,2014,137538
Federal Hall NMEM,2015,172038
Federal Hall NMEM,2016,314531
Federal Hall NMEM,2017,325497
Federal Hall NMEM,2018,230634
Fire Island NS,2019,391311
Fire Island NS,1979,465268
Fire Island NS,1980,604401
Fire Island NS,1981,513421
Fire Island NS,1982,539150
Fire Island NS,1983,531183
Fire Island NS,1984,524757
Fire Island NS,1985,552542
Fire Island NS,1986,522672
Fire Island NS,1987,570507
Fire Island NS,1988,537282
Fire Island NS,1989,589474
Fire Island NS,1990,683962
Fire Island NS,1991,763181
Fire Island NS,1992,657996
Fire Island NS,1993,639741
Fire Island NS,1994,688974
Fire Island NS,1995,348788
Fire Island NS,1996,385706
Fire Island NS,1997,534888
Fire Island NS,1998,558479
Fire Island NS,1999,559764
Fire Island NS,2000,600333
Fire Island NS,2001,661692
Fire Island NS,2002,763992
Fire Island NS,2003,629858
Fire Island NS,2004,819161
Fire Island NS,2005,670456
Fire Island NS,2006,636030
Fire Island NS,2007,616233
Fire Island NS,2008,604577
Fire Island NS,2009,569667
Fire Island NS,2010,613057
Fire Island NS,2011,519173
Fire Island NS,2012,483334
Fire Island NS,2013,294219
Fire Island NS,2014,384343
Fire Island NS,2015,441899
Fire Island NS,2016,431303
Fire Island NS,2017,456392
Fire Island NS,2018,305710
First Ladies NHS,2019,10913
First Ladies NHS,2006,11219
First Ladies NHS,2007,10881
First Ladies NHS,2008,9770
First Ladies NHS,2009,10466
First Ladies NHS,2010,8766
First Ladies NHS,2011,8254
First Ladies NHS,2012,9903
First Ladies NHS,2013,10068
First Ladies NHS,2014,15326
First Ladies NHS,2015,12897
First Ladies NHS,2016,13378
First Ladies NHS,2017,13085
First Ladies NHS,2018,11447
Flight 93 NMEM,2019,411226
Flight 93 NMEM,2007,143725
Flight 93 NMEM,2008,136091
Flight 93 NMEM,2009,149668
Flight 93 NMEM,2010,137837
Flight 93 NMEM,2011,265246
Flight 93 NMEM,2012,317926
Flight 93 NMEM,2013,265924
Flight 93 NMEM,2014,284226
Flight 93 NMEM,2015,337217
Flight 93 NMEM,2016,385123
Flight 93 NMEM,2017,364082
Flight 93 NMEM,2018,381448
Florissant Fossil Beds NM,2019,77340
Florissant Fossil Beds NM,1979,46919
Florissant Fossil Beds NM,1980,66652
Florissant Fossil Beds NM,1981,50747
Florissant Fossil Beds NM,1982,49577
Florissant Fossil Beds NM,1983,51309
Florissant Fossil Beds NM,1984,54845
Florissant Fossil Beds NM,1985,93990
Florissant Fossil Beds NM,1986,127430
Florissant Fossil Beds NM,1987,143597
Florissant Fossil Beds NM,1988,155012
Florissant Fossil Beds NM,1989,161740
Florissant Fossil Beds NM,1990,94844
Florissant Fossil Beds NM,1991,73075
Florissant Fossil Beds NM,1992,87969
Florissant Fossil Beds NM,1993,81508
Florissant Fossil Beds NM,1994,100333
Florissant Fossil Beds NM,1995,91434
Florissant Fossil Beds NM,1996,91278
Florissant Fossil Beds NM,1997,86488
Florissant Fossil Beds NM,1998,79779
Florissant Fossil Beds NM,1999,81510
Florissant Fossil Beds NM,2000,82094
Florissant Fossil Beds NM,2001,79669
Florissant Fossil Beds NM,2002,62509
Florissant Fossil Beds NM,2003,67537
Florissant Fossil Beds NM,2004,61258
Florissant Fossil Beds NM,2005,59508
Florissant Fossil Beds NM,2006,56094
Florissant Fossil Beds NM,2007,55992
Florissant Fossil Beds NM,2008,56988
Florissant Fossil Beds NM,2009,64251
Florissant Fossil Beds NM,2010,65422
Florissant Fossil Beds NM,2011,61289
Florissant Fossil Beds NM,2012,62637
Florissant Fossil Beds NM,2013,58032
Florissant Fossil Beds NM,2014,63297
Florissant Fossil Beds NM,2015,69130
Florissant Fossil Beds NM,2016,73564
Florissant Fossil Beds NM,2017,71763
Florissant Fossil Beds NM,2018,79568
Ford's Theatre NHS,2019,572373
Ford's Theatre NHS,1979,518345
Ford's Theatre NHS,1980,647622
Ford's Theatre NHS,1981,650903
Ford's Theatre NHS,1982,619669
Ford's Theatre NHS,1983,704440
Ford's Theatre NHS,1984,765739
Ford's Theatre NHS,1985,769780
Ford's Theatre NHS,1986,786153
Ford's Theatre NHS,1987,827775
Ford's Theatre NHS,1988,883448
Ford's Theatre NHS,1989,781697
Ford's Theatre NHS,1990,940372
Ford's Theatre NHS,1991,853469
Ford's Theatre NHS,1992,854789
Ford's Theatre NHS,1993,942106
Ford's Theatre NHS,1994,996379
Ford's Theatre NHS,1995,1025989
Ford's Theatre NHS,1996,995416
Ford's Theatre NHS,1997,1054482
Ford's Theatre NHS,1998,1220391
Ford's Theatre NHS,1999,1159435
Ford's Theatre NHS,2000,1164176
Ford's Theatre NHS,2001,1224540
Ford's Theatre NHS,2002,545336
Ford's Theatre NHS,2003,429763
Ford's Theatre NHS,2004,826008
Ford's Theatre NHS,2005,856079
Ford's Theatre NHS,2006,857600
Ford's Theatre NHS,2007,732521
Ford's Theatre NHS,2008,335865
Ford's Theatre NHS,2009,658271
Ford's Theatre NHS,2010,662298
Ford's Theatre NHS,2011,642786
Ford's Theatre NHS,2012,701542
Ford's Theatre NHS,2013,665876
Ford's Theatre NHS,2014,655441
Ford's Theatre NHS,2015,681537
Ford's Theatre NHS,2016,650779
Ford's Theatre NHS,2017,744266
Ford's Theatre NHS,2018,533410
Fort Bowie NHS,2019,7577
Fort Bowie NHS,1979,5827
Fort Bowie NHS,1980,5103
Fort Bowie NHS,1981,5153
Fort Bowie NHS,1982,5055
Fort Bowie NHS,1983,4912
Fort Bowie NHS,1984,5044
Fort Bowie NHS,1985,5635
Fort Bowie NHS,1986,7364
Fort Bowie NHS,1987,6772
Fort Bowie NHS,1988,7209
Fort Bowie NHS,1989,7564
Fort Bowie NHS,1990,7592
Fort Bowie NHS,1991,8159
Fort Bowie NHS,1992,9237
Fort Bowie NHS,1993,9192
Fort Bowie NHS,1994,11022
Fort Bowie NHS,1995,10574
Fort Bowie NHS,1996,10666
Fort Bowie NHS,1997,9623
Fort Bowie NHS,1998,9168
Fort Bowie NHS,1999,9390
Fort Bowie NHS,2000,8898
Fort Bowie NHS,2001,8858
Fort Bowie NHS,2002,8290
Fort Bowie NHS,2003,8445
Fort Bowie NHS,2004,9483
Fort Bowie NHS,2005,9656
Fort Bowie NHS,2006,10679
Fort Bowie NHS,2007,10027
Fort Bowie NHS,2008,10095
Fort Bowie NHS,2009,9641
Fort Bowie NHS,2010,9491
Fort Bowie NHS,2011,8429
Fort Bowie NHS,2012,7966
Fort Bowie NHS,2013,8082
Fort Bowie NHS,2014,6964
Fort Bowie NHS,2015,7760
Fort Bowie NHS,2016,8013
Fort Bowie NHS,2017,8491
Fort Bowie NHS,2018,8401
Fort Caroline NMEM,2019,187658
Fort Caroline NMEM,1979,169209
Fort Caroline NMEM,1980,128619
Fort Caroline NMEM,1981,110844
Fort Caroline NMEM,1982,151607
Fort Caroline NMEM,1983,140461
Fort Caroline NMEM,1984,145137
Fort Caroline NMEM,1985,164145
Fort Caroline NMEM,1986,135883
Fort Caroline NMEM,1987,84457
Fort Caroline NMEM,1988,82960
Fort Caroline NMEM,1989,91675
Fort Caroline NMEM,1990,100897
Fort Caroline NMEM,1991,132438
Fort Caroline NMEM,1992,130028
Fort Caroline NMEM,1993,129646
Fort Caroline NMEM,1994,161991
Fort Caroline NMEM,1995,124405
Fort Caroline NMEM,1996,122565
Fort Caroline NMEM,1997,130386
Fort Caroline NMEM,1998,129301
Fort Caroline NMEM,1999,176230
Fort Caroline NMEM,2000,189948
Fort Caroline NMEM,2001,195303
Fort Caroline NMEM,2002,184575
Fort Caroline NMEM,2003,180656
Fort Caroline NMEM,2004,171505
Fort Caroline NMEM,2005,145736
Fort Caroline NMEM,2006,224114
Fort Caroline NMEM,2007,250616
Fort Caroline NMEM,2008,279984
Fort Caroline NMEM,2009,288606
Fort Caroline NMEM,2010,299906
Fort Caroline NMEM,2011,326149
Fort Caroline NMEM,2012,327339
Fort Caroline NMEM,2013,307086
Fort Caroline NMEM,2014,187843
Fort Caroline NMEM,2015,224418
Fort Caroline NMEM,2016,232082
Fort Caroline NMEM,2017,243960
Fort Caroline NMEM,2018,203276
Fort Davis NHS,2019,51995
Fort Davis NHS,1979,72465
Fort Davis NHS,1980,63465
Fort Davis NHS,1981,71179
Fort Davis NHS,1982,74988
Fort Davis NHS,1983,71334
Fort Davis NHS,1984,69004
Fort Davis NHS,1985,68410
Fort Davis NHS,1986,63918
Fort Davis NHS,1987,52237
Fort Davis NHS,1988,54703
Fort Davis NHS,1989,55026
Fort Davis NHS,1990,56547
Fort Davis NHS,1991,66711
Fort Davis NHS,1992,73037
Fort Davis NHS,1993,71249
Fort Davis NHS,1994,69129
Fort Davis NHS,1995,61032
Fort Davis NHS,1996,64560
Fort Davis NHS,1997,62191
Fort Davis NHS,1998,64846
Fort Davis NHS,1999,60419
Fort Davis NHS,2000,54988
Fort Davis NHS,2001,56946
Fort Davis NHS,2002,56454
Fort Davis NHS,2003,54204
Fort Davis NHS,2004,54007
Fort Davis NHS,2005,51858
Fort Davis NHS,2006,49091
Fort Davis NHS,2007,51435
Fort Davis NHS,2008,49290
Fort Davis NHS,2009,50968
Fort Davis NHS,2010,43280
Fort Davis NHS,2011,35130
Fort Davis NHS,2012,38136
Fort Davis NHS,2013,43277
Fort Davis NHS,2014,49842
Fort Davis NHS,2015,55955
Fort Davis NHS,2016,61823
Fort Davis NHS,2017,60910
Fort Davis NHS,2018,49532
Fort Donelson NB,2019,254431
Fort Donelson NB,1979,317415
Fort Donelson NB,1980,343964
Fort Donelson NB,1981,336538
Fort Donelson NB,1982,233631
Fort Donelson NB,1983,280644
Fort Donelson NB,1984,261960
Fort Donelson NB,1985,300404
Fort Donelson NB,1986,327942
Fort Donelson NB,1987,292132
Fort Donelson NB,1988,285145
Fort Donelson NB,1989,277675
Fort Donelson NB,1990,285714
Fort Donelson NB,1991,206528
Fort Donelson NB,1992,218896
Fort Donelson NB,1993,207503
Fort Donelson NB,1994,207332
Fort Donelson NB,1995,216433
Fort Donelson NB,1996,217178
Fort Donelson NB,1997,221923
Fort Donelson NB,1998,225854
Fort Donelson NB,1999,225604
Fort Donelson NB,2000,219049
Fort Donelson NB,2001,226390
Fort Donelson NB,2002,234855
Fort Donelson NB,2003,227004
Fort Donelson NB,2004,228355
Fort Donelson NB,2005,208687
Fort Donelson NB,2006,213521
Fort Donelson NB,2007,233205
Fort Donelson NB,2008,208631
Fort Donelson NB,2009,203456
Fort Donelson NB,2010,202210
Fort Donelson NB,2011,257389
Fort Donelson NB,2012,284762
Fort Donelson NB,2013,247734
Fort Donelson NB,2014,262317
Fort Donelson NB,2015,260744
Fort Donelson NB,2016,259343
Fort Donelson NB,2017,208816
Fort Donelson NB,2018,168986
Fort Frederica NM,2019,212330
Fort Frederica NM,1979,392405
Fort Frederica NM,1980,298718
Fort Frederica NM,1981,247469
Fort Frederica NM,1982,233710
Fort Frederica NM,1983,254739
Fort Frederica NM,1984,252159
Fort Frederica NM,1985,231010
Fort Frederica NM,1986,262653
Fort Frederica NM,1987,276136
Fort Frederica NM,1988,257109
Fort Frederica NM,1989,297065
Fort Frederica NM,1990,304189
Fort Frederica NM,1991,322439
Fort Frederica NM,1992,322688
Fort Frederica NM,1993,334267
Fort Frederica NM,1994,326018
Fort Frederica NM,1995,299986
Fort Frederica NM,1996,308819
Fort Frederica NM,1997,335009
Fort Frederica NM,1998,279251
Fort Frederica NM,1999,281437
Fort Frederica NM,2000,244162
Fort Frederica NM,2001,290705
Fort Frederica NM,2002,241876
Fort Frederica NM,2003,243286
Fort Frederica NM,2004,252793
Fort Frederica NM,2005,363948
Fort Frederica NM,2006,316611
Fort Frederica NM,2007,264586
Fort Frederica NM,2008,248093
Fort Frederica NM,2009,296117
Fort Frederica NM,2010,294484
Fort Frederica NM,2011,293041
Fort Frederica NM,2012,262235
Fort Frederica NM,2013,217580
Fort Frederica NM,2014,228103
Fort Frederica NM,2015,202191
Fort Frederica NM,2016,192906
Fort Frederica NM,2017,188089
Fort Frederica NM,2018,183591
Fort Laramie NHS,2019,42892
Fort Laramie NHS,1979,106583
Fort Laramie NHS,1980,89861
Fort Laramie NHS,1981,121212
Fort Laramie NHS,1982,94936
Fort Laramie NHS,1983,97090
Fort Laramie NHS,1984,89745
Fort Laramie NHS,1985,81531
Fort Laramie NHS,1986,86110
Fort Laramie NHS,1987,85236
Fort Laramie NHS,1988,78965
Fort Laramie NHS,1989,65302
Fort Laramie NHS,1990,66892
Fort Laramie NHS,1991,66135
Fort Laramie NHS,1992,74329
Fort Laramie NHS,1993,93954
Fort Laramie NHS,1994,79746
Fort Laramie NHS,1995,59281
Fort Laramie NHS,1996,54402
Fort Laramie NHS,1997,67493
Fort Laramie NHS,1998,53159
Fort Laramie NHS,1999,56065
Fort Laramie NHS,2000,47298
Fort Laramie NHS,2001,44376
Fort Laramie NHS,2002,50074
Fort Laramie NHS,2003,50455
Fort Laramie NHS,2004,53638
Fort Laramie NHS,2005,46455
Fort Laramie NHS,2006,40651
Fort Laramie NHS,2007,40263
Fort Laramie NHS,2008,48297
Fort Laramie NHS,2009,56923
Fort Laramie NHS,2010,57128
Fort Laramie NHS,2011,52916
Fort Laramie NHS,2012,55199
Fort Laramie NHS,2013,54057
Fort Laramie NHS,2014,49038
Fort Laramie NHS,2015,51616
Fort Laramie NHS,2016,57444
Fort Laramie NHS,2017,61513
Fort Laramie NHS,2018,52414
Fort Larned NHS,2019,26958
Fort Larned NHS,1979,22908
Fort Larned NHS,1980,24036
Fort Larned NHS,1981,22616
Fort Larned NHS,1982,24419
Fort Larned NHS,1983,60788
Fort Larned NHS,1984,67292
Fort Larned NHS,1985,58625
Fort Larned NHS,1986,55138
Fort Larned NHS,1987,43565
Fort Larned NHS,1988,48012
Fort Larned NHS,1989,42735
Fort Larned NHS,1990,38399
Fort Larned NHS,1991,46816
Fort Larned NHS,1992,52958
Fort Larned NHS,1993,47413
Fort Larned NHS,1994,46125
Fort Larned NHS,1995,48310
Fort Larned NHS,1996,45985
Fort Larned NHS,1997,43563
Fort Larned NHS,1998,43530
Fort Larned NHS,1999,42572
Fort Larned NHS,2000,40001
Fort Larned NHS,2001,35581
Fort Larned NHS,2002,39920
Fort Larned NHS,2003,35317
Fort Larned NHS,2004,37127
Fort Larned NHS,2005,31551
Fort Larned NHS,2006,31512
Fort Larned NHS,2007,30471
Fort Larned NHS,2008,21483
Fort Larned NHS,2009,27443
Fort Larned NHS,2010,29423
Fort Larned NHS,2011,26704
Fort Larned NHS,2012,33194
Fort Larned NHS,2013,27432
Fort Larned NHS,2014,24607
Fort Larned NHS,2015,32170
Fort Larned NHS,2016,31060
Fort Larned NHS,2017,29188
Fort Larned NHS,2018,29173
Fort Matanzas NM,2019,593788
Fort Matanzas NM,1979,251507
Fort Matanzas NM,1980,254243
Fort Matanzas NM,1981,270207
Fort Matanzas NM,1982,247694
Fort Matanzas NM,1983,250790
Fort Matanzas NM,1984,301115
Fort Matanzas NM,1985,333170
Fort Matanzas NM,1986,368794
Fort Matanzas NM,1987,360278
Fort Matanzas NM,1988,330628
Fort Matanzas NM,1989,383003
Fort Matanzas NM,1990,372079
Fort Matanzas NM,1991,343864
Fort Matanzas NM,1992,346779
Fort Matanzas NM,1993,387876
Fort Matanzas NM,1994,487195
Fort Matanzas NM,1995,451490
Fort Matanzas NM,1996,455402
Fort Matanzas NM,1997,537642
Fort Matanzas NM,1998,506212
Fort Matanzas NM,1999,579385
Fort Matanzas NM,2000,636348
Fort Matanzas NM,2001,682480
Fort Matanzas NM,2002,714970
Fort Matanzas NM,2003,947875
Fort Matanzas NM,2004,918450
Fort Matanzas NM,2005,1002444
Fort Matanzas NM,2006,922315
Fort Matanzas NM,2007,830672
Fort Matanzas NM,2008,813131
Fort Matanzas NM,2009,793253
Fort Matanzas NM,2010,673700
Fort Matanzas NM,2011,570695
Fort Matanzas NM,2012,497574
Fort Matanzas NM,2013,523694
Fort Matanzas NM,2014,568529
Fort Matanzas NM,2015,622175
Fort Matanzas NM,2016,557810
Fort Matanzas NM,2017,578981
Fort Matanzas NM,2018,608103
Fort McHenry NM & HS,2019,419545
Fort McHenry NM & HS,1979,543543
Fort McHenry NM & HS,1980,614665
Fort McHenry NM & HS,1981,672541
Fort McHenry NM & HS,1982,685443
Fort McHenry NM & HS,1983,723297
Fort McHenry NM & HS,1984,772531
Fort McHenry NM & HS,1985,795752
Fort McHenry NM & HS,1986,810114
Fort McHenry NM & HS,1987,546360
Fort McHenry NM & HS,1988,575992
Fort McHenry NM & HS,1989,591376
Fort McHenry NM & HS,1990,561800
Fort McHenry NM & HS,1991,563042
Fort McHenry NM & HS,1992,587841
Fort McHenry NM & HS,1993,518439
Fort McHenry NM & HS,1994,575747
Fort McHenry NM & HS,1995,603976
Fort McHenry NM & HS,1996,610932
Fort McHenry NM & HS,1997,661141
Fort McHenry NM & HS,1998,684724
Fort McHenry NM & HS,1999,682012
Fort McHenry NM & HS,2000,690781
Fort McHenry NM & HS,2001,646775
Fort McHenry NM & HS,2002,673823
Fort McHenry NM & HS,2003,607357
Fort McHenry NM & HS,2004,627659
Fort McHenry NM & HS,2005,620636
Fort McHenry NM & HS,2006,622419
Fort McHenry NM & HS,2007,574924
Fort McHenry NM & HS,2008,598050
Fort McHenry NM & HS,2009,605870
Fort McHenry NM & HS,2010,611582
Fort McHenry NM & HS,2011,641254
Fort McHenry NM & HS,2012,744076
Fort McHenry NM & HS,2013,678431
Fort McHenry NM & HS,2014,769300
Fort McHenry NM & HS,2015,617890
Fort McHenry NM & HS,2016,610987
Fort McHenry NM & HS,2017,591861
Fort McHenry NM & HS,2018,486113
Fort Necessity NB,2019,312104
Fort Necessity NB,1979,108058
Fort Necessity NB,1980,132487
Fort Necessity NB,1981,153898
Fort Necessity NB,1982,139511
Fort Necessity NB,1983,134187
Fort Necessity NB,1984,166539
Fort Necessity NB,1985,140199
Fort Necessity NB,1986,155233
Fort Necessity NB,1987,142498
Fort Necessity NB,1988,135497
Fort Necessity NB,1989,167945
Fort Necessity NB,1990,182104
Fort Necessity NB,1991,209360
Fort Necessity NB,1992,173969
Fort Necessity NB,1993,145301
Fort Necessity NB,1994,102050
Fort Necessity NB,1995,107903
Fort Necessity NB,1996,96103
Fort Necessity NB,1997,88307
Fort Necessity NB,1998,97797
Fort Necessity NB,1999,85438
Fort Necessity NB,2000,93860
Fort Necessity NB,2001,89133
Fort Necessity NB,2002,89407
Fort Necessity NB,2003,95957
Fort Necessity NB,2004,105688
Fort Necessity NB,2005,102004
Fort Necessity NB,2006,223111
Fort Necessity NB,2007,353296
Fort Necessity NB,2008,127672
Fort Necessity NB,2009,197271
Fort Necessity NB,2010,264450
Fort Necessity NB,2011,193479
Fort Necessity NB,2012,187893
Fort Necessity NB,2013,165159
Fort Necessity NB,2014,219546
Fort Necessity NB,2015,280705
Fort Necessity NB,2016,290021
Fort Necessity NB,2017,294145
Fort Necessity NB,2018,280970
Fort Point NHS,2019,1421349
Fort Point NHS,1979,872177
Fort Point NHS,1980,792694
Fort Point NHS,1981,1073265
Fort Point NHS,1982,1222873
Fort Point NHS,1983,961394
Fort Point NHS,1984,1176135
Fort Point NHS,1985,1075004
Fort Point NHS,1986,1274667
Fort Point NHS,1987,1796755
Fort Point NHS,1988,1427958
Fort Point NHS,1989,1292627
Fort Point NHS,1990,1335888
Fort Point NHS,1991,1351535
Fort Point NHS,1992,1366393
Fort Point NHS,1993,1479512
Fort Point NHS,1994,1506306
Fort Point NHS,1995,1403993
Fort Point NHS,1996,1483089
Fort Point NHS,1997,1648450
Fort Point NHS,1998,1669608
Fort Point NHS,1999,1682903
Fort Point NHS,2000,1607726
Fort Point NHS,2001,1203023
Fort Point NHS,2002,1617824
Fort Point NHS,2003,1596933
Fort Point NHS,2004,1660007
Fort Point NHS,2005,1682041
Fort Point NHS,2006,1613853
Fort Point NHS,2007,1552141
Fort Point NHS,2008,1390187
Fort Point NHS,2009,1385134
Fort Point NHS,2010,1315241
Fort Point NHS,2011,1338508
Fort Point NHS,2012,1502786
Fort Point NHS,2013,1591312
Fort Point NHS,2014,1677457
Fort Point NHS,2015,1610466
Fort Point NHS,2016,2264154
Fort Point NHS,2017,1532541
Fort Point NHS,2018,1400491
Fort Pulaski NM,2019,374290
Fort Pulaski NM,1979,276608
Fort Pulaski NM,1980,283483
Fort Pulaski NM,1981,239572
Fort Pulaski NM,1982,278463
Fort Pulaski NM,1983,291318
Fort Pulaski NM,1984,365084
Fort Pulaski NM,1985,381616
Fort Pulaski NM,1986,480859
Fort Pulaski NM,1987,381468
Fort Pulaski NM,1988,284228
Fort Pulaski NM,1989,461730
Fort Pulaski NM,1990,342107
Fort Pulaski NM,1991,373787
Fort Pulaski NM,1992,363979
Fort Pulaski NM,1993,344963
Fort Pulaski NM,1994,338461
Fort Pulaski NM,1995,313879
